park_id,season,effect,n_pa,component,n_components
PIT06,1942,0.0018448821925281314,5064,0,2
BOS07,1942,0.008796451387109492,5142,1,2
CHI10,1942,-0.005869779607476345,4734,1,2
CLE06,1942,0.013054827959298562,2289,1,2
CLE07,1942,-0.04658569655644847,3095,1,2
DET04,1942,0.009321258455707764,5012,1,2
NYC16,1942,-0.00543132333419747,4796,1,2
PHI11,1942,-0.001788560616296937,9427,1,2
STL07,1942,0.009205797722593199,10350,1,2
WAS09,1942,-0.0004292160922043825,5201,1,2
BOS07,1943,0.008696276252419522,3704,0,2
CHI10,1943,-0.005903987263785791,4383,0,2
CLE06,1943,-0.00020680974098171746,1708,0,2
CLE07,1943,-0.03022458693386034,2810,0,2
DET04,1943,0.007362435811006589,4513,0,2
NYC16,1943,-0.004919115579657303,3774,0,2
WAS09,1943,0.01614073779626147,3983,0,2
BOS08,1943,-0.0032326814482729295,4451,1,2
CHI11,1943,0.0039055511858990463,4544,1,2
CIN07,1943,-0.0020058125044580743,4969,1,2
NYC14,1943,0.0120472218172067,5066,1,2
NYC15,1943,0.008032299109332005,4957,1,2
PHI11,1943,-0.007293132069582595,7560,1,2
PIT06,1943,-0.0028568697197957774,4899,1,2
STL07,1943,-0.0028854989467204054,8701,1,2
BOS08,1944,-0.0034246029009753387,4705,0,2
CHI11,1944,0.0003994711243089301,5026,0,2
CIN07,1944,-0.02617549539742942,3952,0,2
NYC14,1944,0.0074431408413229115,4165,0,2
NYC15,1944,0.011693407790224968,4192,0,2
PIT06,1944,0.007377850506825313,5087,0,2
BOS07,1944,0.011943942778361848,4671,1,2
CHI10,1944,-0.006875337682603804,4256,1,2
CLE06,1944,0.016454564440653695,2239,1,2
CLE07,1944,-0.013714435656414337,2900,1,2
DET04,1944,0.006904426720015599,5052,1,2
NYC16,1944,0.02779266388674278,3882,1,2
PHI11,1944,-0.003237681615267532,9091,1,2
STL07,1944,-0.005378242800457043,8524,1,2
WAS09,1944,-0.01888720831887825,4823,1,2
BOS08,1945,0.03435877665859499,4135,0,2
CHI11,1945,-0.02203229595199841,4395,0,2
CIN07,1945,-0.023094149942538333,3929,0,2
NYC14,1945,-0.0003345376893358341,4367,0,2
NYC15,1945,0.002701016153880258,4183,0,2
PHI11,1945,-0.0013025590633331111,8346,0,2
PIT06,1945,-0.0006556412771227121,4767,0,2
STL07,1945,0.006009984238470875,8262,0,2
BOS07,1945,0.010180539366827829,3695,1,2
CHI10,1945,0.0038910959941602387,4616,1,2
CLE06,1945,0.011065441780601051,1908,1,2
CLE07,1945,-0.016454007443480637,2859,1,2
DET04,1945,0.012168867808218537,4572,1,2
NYC16,1945,0.0067844649528597065,4770,1,2
WAS09,1945,-0.025625617327437178,4591,1,2
BOS07,1946,0.01324689247040836,5844,0,2
BOS08,1946,-0.005347764399057946,4733,0,2
CHI11,1946,-0.009457800728671592,5085,0,2
CIN07,1946,-0.0016757440204811192,4587,0,2
NYC14,1946,0.005442388011992783,4003,0,2
NYC15,1946,-0.0035042171107126383,3990,0,2
PHI11,1946,0.00106392687913611,10361,0,2
PIT06,1946,-0.0031784593044002713,4767,0,2
CHI10,1946,-0.0030102457151469746,5597,1,2
CLE06,1946,0.01328852548311173,2497,1,2
CLE07,1946,-0.029956477871846993,2702,1,2
DET04,1946,0.01508075748609887,5399,1,2
NYC16,1946,-0.013380628972339964,5086,1,2
STL07,1946,0.009997437886840316,10264,1,2
WAS09,1946,-0.00931994427405254,5512,1,2
BOS08,1947,-0.013405947771930124,4794,0,2
CHI11,1947,-0.005882289353429351,5325,0,2
CIN07,1947,0.0017919836917062422,4339,0,2
NYC14,1947,1.8867681946241333e-05,4007,0,2
NYC15,1947,2.9040150404564813e-05,4832,0,2
PIT06,1947,0.01269886447940902,4880,0,2
STL07,1947,0.0025318091197768936,10123,0,2
BOS07,1947,0.012925379429761085,4892,1,2
CHI10,1947,-0.004392123041167303,5071,1,2
CLE07,1947,-0.007065325688991437,5255,1,2
DET04,1947,0.019746669354201263,5577,1,2
NYC16,1947,-0.007248275640802372,4654,1,2
PHI11,1947,0.0009451527961052445,10020,1,2
WAS09,1947,-0.017542410503822135,5113,1,2
BOS08,1948,-0.006197375253185559,4767,0,2
CHI11,1948,-0.012768073725404295,3977,0,2
CIN07,1948,0.004735964802967984,4959,0,2
NYC14,1948,-0.005505265028085191,4784,0,2
NYC15,1948,0.005645278809669691,5003,0,2
PIT06,1948,0.011749673922894615,4675,0,2
BOS07,1948,0.004992919354002914,5290,1,2
