bat_id,meso,conv,meso_rt,pa,diff,name,hand_delta,meso_hand
azcuj101,-0.18987783421815144,-0.2880590191262483,-1.1072826565414329,3095,0.09818118490809688,Jose Joaquin (Lopez) Azcue,0.7435791832728585,0.5537013490547071
backw001,-1.6329761263009994,-1.7100634960594483,-1.1943573992029533,3708,0.07708736975844888,Walter Wayne Backman,0.5825404812425585,-1.050435645058441
badeh001,-0.7724269055323986,-1.254422055084414,-2.051775683872385,3046,0.4819951495520155,Harrison Joseph Bader,-0.44552087748897046,-1.217947783021369
baerc001,-0.4520506199593323,-0.4876483893452975,-0.9994114197556794,5895,0.03559776938596515,Carlos Obed (Ortiz) Baerga,-0.1506979476752248,-0.6027485676345571
baezj001,1.3522416363598535,-0.514260656772833,-0.21875454921567528,5114,1.8665022931326865,Ednel Javier Baez,0.46921880755110623,1.8214604439109596
bagwj001,-2.2162814184783826,-1.253917825661588,-0.6810276556522428,9431,-0.9623635928167946,Jeffrey Robert Bagwell,0.445792946295466,-1.7704884721829166
bailb001,0.8619339577161454,1.3679013988550717,0.5258486409691682,3206,-0.5059674411389262,Robert Michael Bailor,0.296487768633144,1.1584217263492895
bailb103,0.7972351276027397,0.45554024399220044,1.5289368712692235,7042,0.3416948836105393,Robert Sherwood Bailey,-0.5608809567088288,0.23635417089391098
baile101,2.9672480859074533,1.7334015510428329,3.269646867185378,4202,1.2338465348646204,Lonas Edgar Bailey,-0.7791794196215633,2.18806866628589
bainh001,-2.258905774288145,-0.21777495028648255,-2.438498751459308,11092,-2.0411308240016623,Harold Douglas Baines,-0.4967178643267323,-2.7556236386148774
baked002,-2.506163998909159,-0.05814763328690731,0.020452683764667128,8018,-2.4480163656222516,Johnnie B Baker,0.29331422283279307,-2.2128497760763657
bakef102,-0.7889074260464437,-0.8911172421152318,-2.1550790112876723,6038,0.1022098160687881,John Franklin Baker,-0.9954322773805808,-1.7843397034270245
balbs001,0.7093891289060961,0.3604916612736446,0.045426161302417056,3440,0.34889746763245144,Stephen Charles Balboni,-0.3260101719004424,0.38337895700565366
bancd101,-0.015053682389772402,-0.05303034546651019,-0.7291290194643806,8248,0.03797666307673779,David James Bancroft,0.8624802934270343,0.8474266110372618
bands101,-4.465201877798142,-2.725008170217221,-4.059552128823406,8287,-1.740193707580921,Salvatore Leonard Bando,0.4538187373581399,-4.011383140440002
banke101,3.8644339863343533,2.8015345193776287,3.3658499188070126,10394,1.0628994669567247,Ernest Banks,1.0236851125756365,4.88811909890999
banna001,-0.5067408988251642,0.6915652670173509,0.628789530490056,3373,-1.198306165842515,Alan Bannister,0.5912309331947474,0.08449003436958324
barar001,1.7138504371226861,1.172459756089561,0.14462310900254047,3784,0.541390681033125,Rodrigo Richard Barajas,-0.07093623754692355,1.6429141995757626
barfj001,1.574527981171705,1.1322448651593455,1.422078025474619,5394,0.4422831160123595,Jesse Lee Barfield,-0.25782464949309825,1.3167033316786068
barmc001,6.256846006402944,4.16099359573902,3.4639900375177084,4167,2.095852410663924,Clint Harold Barmes,0.6387754713647771,6.895621477767722
barnc102,1.4440489703421917,1.7000308176162795,2.499908687319906,3049,-0.2559818472740878,Clyde Lee Barnhart,-0.0839532591800939,1.3600957111620977
barnt001,4.326347937823616,2.2585222542730703,3.302028155362869,3103,2.067825683550546,Tucker Jackson Barnhart,0.3416934763430939,4.66804141416671
barrj104,-0.41506118877315534,-2.324052306645144,-1.912408338898293,4278,1.9089911178719885,John Joseph Barry,0.7148807147533374,0.299819525980182
barrm001,4.9048671863973174,2.610941084716198,3.1858698987649254,3833,2.2939261016811194,Martin Glenn Barrett,1.6017234314570388,6.506590617854356
barrm003,0.04601599494961491,1.6270505044853374,1.1390549464870219,3870,-1.5810345095357226,Michael Patrick Barrett,0.009254980834678113,0.055270975784293026
bartd101,4.164824028900764,3.8701339038875986,4.559506610175396,8739,0.29469012501316527,Richard William Bartell,-0.5680169539383149,3.596807074962449
bartj001,-3.5206153355218053,-2.943345550954297,-3.276028396236849,3521,-0.5772697845675081,Jason Alan Bartlett,0.14516068306457447,-3.375454652457231
