pit_id,meso,conv,meso_rt,pa,diff,name
cainm001,-1.9697028578696991,-2.5085252009455847,-1.2143838456921774,8699,0.5388223430758856,Matthew Thomas Cain
cains101,-0.04640549652260738,2.1572992198682726,2.067402212831655,4557,-2.20370471639088,Merritt Patrick Cain
caldm001,-2.325071462531558,-1.4240420739656179,-2.3268459150634917,10156,-0.90102938856594,Ralph Michael Caldwell
caldr101,0.47525136318330385,1.7728919330248825,0.9942284051422609,9347,-1.2976405698415787,Raymond Benjamin Caldwell
camnh101,0.6939074188641873,-0.7348865169963689,0.07416346701099129,4361,1.4287939358605561,Samuel Howard Camnitz
campb001,4.5897771831746015,3.041270800876132,4.93489789521034,5239,1.5485063822984695,William Richard Campbell
campr001,6.050517233190156,4.908914943887263,6.61537522482567,4049,1.1416022893028934,Rick Lamar Camp
candj001,0.44607076747953794,0.6585556635292106,1.421707175414791,10366,-0.21248489604967263,John Robert Candelaria
candt001,-3.810523042885503,-1.5586048649930935,-3.686476079434476,11568,-2.2519181778924096,Thomas Caesar Candiotti
cantb102,-5.714276258607584,-4.193490949905951,-7.979081911662633,6527,-1.5207853087016332,Benjamin Caldwell Cantwell
capuc001,0.33991272813213474,-0.8396271923399182,-0.5523556230756068,6163,1.179539920472053,Christopher Frank Capuano
cardd101,0.31818355336174664,0.5962122631103605,0.49310697838530376,8945,-0.2780287097486138,Donald Eugene Cardwell
carlh101,4.857945386366714,3.820641309960173,4.487664762813864,8559,1.0373040764065409,Harold Gust Carlson
carls001,0.970375255480621,1.4564880856797633,1.33765651614072,21682,-0.4861128301991423,Steven Norman Carlton
carlt101,0.2569545979653966,1.2859563154696623,1.4075817461615623,6919,-1.0290017175042656,James Otto Carleton
carmd001,1.10619505368704,1.9023792745450243,3.0764532776629645,3936,-0.7961842208579843,Donald Wayne Carman
carmf001,-1.5497757019969987,-1.8806384998875538,-2.0959585679931245,5900,0.33086279789055517,Roberto (Heredia) Hernandez
carpc002,-0.2511655290041311,-0.6003919675433381,-1.9640688294326079,9305,0.34922643853920704,Christopher John Carpenter
carra101,-1.8710324575832624,-2.7572655697851687,-3.511650968674342,3756,0.8862331122019063,Alejandro Eloy (Aparicio) Carrasquel
carrc003,-2.027919298372224,0.47810291214105904,-2.040987142558457,7073,-2.506022210513283,Carlos Luis Carrasco
carrc103,0.17625914906650547,0.19042918758441013,1.5595389436127842,5676,-0.01417003851790466,Clay Palmer Carroll
carrh001,-0.9910419207622425,0.1373685625691323,-1.1604376310511244,3649,-1.1284104833313748,Hector (Pacheco) Carrasco
carro101,-0.1010327890108579,-0.04792298464581057,-1.026455554162317,5899,-0.05310980436504733,Owen Thomas Carroll
caseh101,-0.2777039555977954,1.6938389477390665,0.28255830478041194,4029,-1.9715429033368619,Hugh Thomas Casey
