park_id,season,effect,n_pa,component,n_components
CHI11,1941,-0.005631246920945294,5782,1,2
CIN07,1941,-0.01926873076115808,5949,1,2
NYC14,1941,0.013277377069142698,5966,1,2
NYC15,1941,-0.00321510181910936,5944,1,2
PIT06,1941,0.001429910569658239,5807,1,2
STL07,1941,0.010899006446991547,12344,1,2
BOS08,1942,-0.0002955258870640377,5414,0,2
CHI11,1942,0.011737981923308518,6058,0,2
CIN07,1942,-0.013558753850445804,5817,0,2
NYC14,1942,0.012120210152674664,5843,0,2
NYC15,1942,-0.007633044306226471,5795,0,2
PIT06,1942,-0.002965279331661628,5808,0,2
BOS07,1942,0.012708475463418774,5835,1,2
CHI10,1942,-0.00907915317369914,5099,1,2
CLE06,1942,0.014249316073614253,2608,1,2
CLE07,1942,-0.04100862886263219,3446,1,2
DET04,1942,0.013136711123059834,5781,1,2
NYC16,1942,-0.010034529891950862,5664,1,2
PHI11,1942,-0.005604743557760242,10952,1,2
STL07,1942,0.007370866625670855,11804,1,2
WAS09,1942,0.005347087674921235,5903,1,2
BOS07,1943,0.006325467812248757,5707,0,2
CHI10,1943,-0.002453680956622111,5670,0,2
CLE06,1943,0.0029412612095446435,2127,0,2
CLE07,1943,-0.0343612087548063,3514,0,2
DET04,1943,0.007313715153950168,5974,0,2
NYC16,1943,-0.0014049570959264535,5553,0,2
WAS09,1943,0.010320479988147252,5466,0,2
BOS08,1943,-0.009356751586305204,5543,1,2
CHI11,1943,-0.0026872234508274885,5733,1,2
CIN07,1943,-0.0009497418645087855,5624,1,2
NYC14,1943,0.010891620143539832,5972,1,2
NYC15,1943,0.01222655023677904,5788,1,2
PHI11,1943,-0.006270509398154778,11006,1,2
PIT06,1943,0.0006432087103035091,5799,1,2
STL07,1943,0.00018146934917456802,11478,1,2
BOS08,1944,-0.005774939324602891,5521,0,2
CHI11,1944,0.00110511864150883,5620,0,2
CIN07,1944,-0.02563980108226342,4941,0,2
NYC14,1944,0.00907649242759383,5308,0,2
NYC15,1944,0.010476733380686137,5016,0,2
PIT06,1944,0.008755233839261797,5897,0,2
BOS07,1944,0.011067022042860931,5836,1,2
CHI10,1944,-0.009154945510826022,5623,1,2
CLE06,1944,0.016572091104789334,2819,1,2
CLE07,1944,-0.008836290679114012,3293,1,2
DET04,1944,0.004509066937149132,5940,1,2
NYC16,1944,0.01828608636467973,5863,1,2
PHI11,1944,-0.006830164042242097,10890,1,2
STL07,1944,-0.003034389182169544,10999,1,2
WAS09,1944,-0.009907330535812903,5750,1,2
BOS08,1945,0.03129857375682918,5073,0,2
CHI11,1945,-0.024541022110407814,5091,0,2
CIN07,1945,-0.0239283462670383,5058,0,2
NYC14,1945,0.0038913239805890396,5427,0,2
NYC15,1945,0.0018605253096166388,5229,0,2
PHI11,1945,-0.0010901374301426803,9935,0,2
